weight_1,weight_2,weight_3,best_metric,metric_optimized,time
0.61814,0.43249,0.2476,0.7611344456672668,0.7621325850486755,69.40606641769409
0.38274,0.36137,0.13974,0.6737885475158691,0.7055988311767578,69.8369972705841
0.22246,0.19681,0.66466,0.8915262222290039,0.891880214214325,69.74906945228577
0.67892,0.80379,0.15253,0.683527946472168,0.6947808265686035,69.23808312416077
0.39389,0.49109,0.08997,0.7237288951873779,0.7163525819778442,69.70404839515686
0.27867,0.69806,0.47187,0.7056273221969604,0.723088264465332,69.17299747467041
0.39589,0.16609,0.35583,0.8177688121795654,0.8220745921134949,69.88699960708618
0.82489,0.24319,0.15492,0.8502317667007446,0.862520694732666,69.64625644683838
0.83171,0.1606,0.20148,0.8244912624359131,0.825954258441925,69.69408321380615
0.79993,0.08389,0.71112,0.874969482421875,0.874969482421875,68.58745670318604
0.30963,0.16931,0.48206,0.7313365340232849,0.7389693260192871,69.38799834251404
0.31598,0.16757,0.90583,0.9025443196296692,0.9089608192443848,69.32400035858154
0.95785,0.12477,0.12345,0.9522939324378968,0.9522939324378968,69.23599982261658
0.93195,0.24057,0.96305,0.6660418510437012,0.6642022728919983,68.49199986457825
0.16373,0.5477,0.24055,0.6940009593963623,0.7061649560928345,69.16199851036072
0.24809,0.10499,0.64139,0.638294517993927,0.6400871872901917,69.28399968147278
0.67498,0.103,0.17169,0.8355084657669067,0.833394467830658,69.15200018882751
0.7724,0.35784,0.36158,0.8585138916969299,0.8564356565475464,68.6159999370575
0.3161,0.84471,0.9122,0.7882183790206909,0.8009635210037231,68.53202176094055
0.58316,0.28774,0.10209,0.4694589972496032,0.4735768437385559,69.29313135147095
0.90795,0.02259,0.23143,0.8054200410842896,0.8004745244979858,69.55108618736267
0.14713,0.49633,0.55473,0.6145887970924377,0.6404249668121338,68.99708962440491
0.16266,0.38469,0.34316,0.6699107885360718,0.6779560446739197,69.07905173301697
0.81391,0.06676,0.31654,0.8674294352531433,0.8725886344909668,68.87504816055298
0.11446,0.14418,0.64075,0.6875020861625671,0.7143319249153137,69.0599992275238
0.95042,0.13212,0.11929,0.4996740520000458,0.5450708270072937,68.42999958992004
0.89507,0.23635,0.50612,0.7244443893432617,0.740568995475769,68.63499975204468
0.30962,0.47432,0.11659,0.7959461212158203,0.8141642808914185,68.78499984741211
0.61978,0.31832,0.24407,0.5947754979133606,0.6222487092018127,68.90599918365479
0.27685,0.8084,0.21138,0.6467169523239136,0.6490069031715393,68.65399932861328
0.83352,0.16135,0.06939,0.759016752243042,0.759016752243042,68.97699928283691
0.90778,0.0212,0.90179,0.8176465034484863,0.8209961652755737,68.65300011634827
0.79412,0.24461,0.19132,0.7639386653900146,0.7859264612197876,69.00800061225891
0.65045,0.14753,0.18952,0.8530715107917786,0.8558162450790405,69.57800149917603
0.26365,0.52343,0.61824,0.945164680480957,0.947195529937744,69.2330002784729
0.23762,0.21016,0.76258,0.7935296893119812,0.7944543957710266,69.56300020217896
0.17212,0.58965,0.17172,0.6765828132629395,0.7038968801498413,69.48900008201599
0.53686,0.29524,0.11692,0.7346747517585754,0.7335698008537292,69.94099998474121
0.35019,0.59443,0.19076,0.7497653365135193,0.7586423754692078,70.13100051879883
0.52044,0.23505,0.13974,0.7146120071411133,0.7188515067100525,70.07199931144714
0.09752,0.11888,0.89496,0.8371374011039734,0.8371374011039734,70.14599823951721
0.19853,0.14975,0.61719,0.7519199252128601,0.7528624534606934,69.70699787139893
0.09752,0.11888,0.89496,0.7115088105201721,0.7115088105201721,69.74899792671204
0.56081,0.21057,0.29318,0.7425649762153625,0.7645396590232849,69.41399788856506
0.62461,0.28493,0.28869,0.7420921325683594,0.7444179058074951,69.89200258255005
0.62327,0.20634,0.02112,0.7907865047454834,0.7868654131889343,69.33299946784973
0.28576,0.80941,0.13064,0.7791137099266052,0.7863874435424805,69.9479992389679
0.73703,0.19902,0.29852,0.7936503887176514,0.791236162185669,70.05999875068665
0.39595,0.20971,0.26247,0.7163370251655579,0.7340097427368164,69.84099984169006
0.19838,0.60916,0.15033,0.7300559282302856,0.737187385559082,69.15599942207336
0.38491,0.26064,0.52307,0.603196918964386,0.6546967625617981,69.60600137710571
0.55864,0.19519,0.31743,0.928379476070404,0.9423086047172546,69.81499981880188
0.37259,0.19645,0.33854,0.7383247017860413,0.7499253153800964,70.04300022125244
0.32975,0.59964,0.27803,0.667055606842041,0.7129352688789368,69.54399919509888
0.81495,0.18793,0.05551,0.7403983473777771,0.7492893934249878,69.77399969100952
0.29796,0.06122,0.77872,0.3825507164001465,0.382596492767334,69.74499940872192
0.19146,0.75651,0.18675,0.8149292469024658,0.8282805681228638,69.61900043487549
0.13708,0.80926,0.13145,0.6711235642433167,0.6683592796325684,69.28099966049194
0.83653,0.17914,0.2258,0.8792115449905396,0.8770554065704346,69.8289999961853
0.20535,0.39099,0.21867,0.7865344882011414,0.8137373924255371,69.8260006904602
0.33953,0.38387,0.41333,0.5379510521888733,0.5940062403678894,70.1340000629425
0.14296,0.75686,0.08864,0.7785467505455017,0.7644948363304138,69.905996799469
0.27444,0.92587,0.471,0.6930240392684937,0.6938181519508362,70.06300044059753
0.01835,0.0026,0.96702,0.8159617185592651,0.8159617185592651,69.75499963760376
0.69219,0.82478,0.73503,0.3329874575138092,0.3329874575138092,68.89799952507019
0.14129,0.77922,0.11631,0.7257237434387207,0.721942663192749,69.52108788490295
0.54457,0.19002,0.4803,0.6845300793647766,0.7417762875556946,70.02407121658325
0.51419,0.30775,0.64499,0.8173907995223999,0.8322858810424805,70.59011268615723
0.11389,0.63567,0.18148,0.7229044437408447,0.7171601057052612,70.27553653717041
0.73408,0.16954,0.07042,0.8070323467254639,0.8040555119514465,69.76799941062927
0.12103,0.74125,0.74171,0.5028795003890991,0.5285821557044983,70.0600004196167
0.80316,0.0337,0.22468,0.7035821080207825,0.7060728073120117,70.20799970626831
0.96951,0.10052,0.57801,0.5077278017997742,0.5077278017997742,69.80216312408447
0.30534,0.23171,0.24985,0.3844321668148041,0.4534391462802887,69.51515293121338
0.1065,0.89336,0.23988,0.7983193397521973,0.8496732711791992,69.88012552261353
0.59739,0.02178,0.17968,0.7341740727424622,0.7637824416160583,70.18125915527344
0.68654,0.11451,0.10979,0.6639121770858765,0.678480863571167,69.92121243476868
0.13136,0.76249,0.13036,0.8443661332130432,0.8403561115264893,69.86607027053833
0.82666,0.16266,0.05639,0.7015894055366516,0.7015894055366516,70.37924551963806
0.10537,0.6755,0.12872,0.6616168022155762,0.6855365037918091,70.28528952598572
0.81484,0.11358,0.23166,0.7944302558898926,0.793321967124939,70.38620376586914
0.63084,0.11815,0.16371,0.760394275188446,0.7662274837493896,69.6572813987732
0.9045,0.06933,0.16716,0.8355119824409485,0.8355119824409485,70.27412104606628
0.63939,0.17449,0.00881,0.8382949233055115,0.8389506936073303,70.31807017326355
0.22429,0.80087,0.13386,0.7028403282165527,0.704153835773468,70.28608822822571
0.19652,0.41902,0.1957,0.7777995467185974,0.8273807168006897,69.85117983818054
0.19401,0.57097,0.23278,0.7778024673461914,0.7883153557777405,70.24508500099182
0.33327,0.31686,0.25719,0.7915094494819641,0.8719064593315125,70.17805480957031
0.51095,0.17795,0.2596,0.6360877156257629,0.6400072574615479,70.32212543487549
0.26807,0.25482,0.70414,0.6431058049201965,0.6879396438598633,69.79420375823975
0.20518,0.36181,0.56353,0.7228572964668274,0.7597178220748901,70.35601735115051
0.56885,0.2446,0.2229,0.7181087136268616,0.7311677932739258,70.40216827392578
0.69766,0.09615,0.15324,0.8714190721511841,0.8740646243095398,70.31525540351868
0.71505,0.18252,0.17232,0.7183310985565186,0.7126219868659973,69.81406307220459
0.23244,0.51697,0.24082,0.762721836566925,0.7738768458366394,70.43310618400574
0.32915,0.04999,0.79055,0.7055675983428955,0.7053341865539551,70.02606725692749
0.21942,0.52227,0.22832,0.81749027967453,0.8504011034965515,70.28113675117493
0.3091,0.21626,0.38934,0.6485764384269714,0.6469857692718506,69.65118956565857
0.14165,0.23811,0.54187,0.7165324091911316,0.7359826564788818,70.30910396575928
0.19036,0.32577,0.64942,0.6806285977363586,0.7089584469795227,70.25221037864685
0.16792,0.16046,0.47356,0.7064156532287598,0.7227283120155334,70.34117221832275
0.33629,0.19237,0.83872,0.7454485893249512,0.7520296573638916,69.66607022285461
0.88924,0.0587,0.1191,0.884952187538147,0.884952187538147,70.22507119178772
0.37772,0.00178,0.82962,0.6438993811607361,0.6438993811607361,70.03721117973328
0.35406,0.18122,0.40382,0.7746880054473877,0.8034555315971375,70.20201563835144
0.27589,0.67021,0.71431,0.6585053205490112,0.6851934194564819,69.27112865447998
0.92383,0.70768,0.44053,0.808466911315918,0.814300000667572,69.8001036643982
0.75621,0.15385,0.2961,0.6960808634757996,0.7507273554801941,70.03213906288147
0.3077,0.44761,0.44867,0.8691312670707703,0.8852574229240417,69.94508147239685
0.55416,0.1574,0.52776,0.6423742175102234,0.6670287251472473,69.84805250167847
0.82709,0.26365,0.29695,0.7201818227767944,0.7275314927101135,70.14902138710022
0.80648,0.03374,0.00013,0.7572707533836365,0.7597075700759888,70.12099933624268
0.42205,0.38793,0.08233,0.7263502478599548,0.7401328682899475,70.04999685287476
0.8059,0.17743,0.26663,0.728689432144165,0.7200309038162231,70.11199760437012
0.17987,0.327,0.46503,0.7475830912590027,0.8000485301017761,70.25599718093872
0.47746,0.2958,0.18543,0.8394117951393127,0.841117799282074,70.16000175476074
0.46827,0.55196,0.2056,0.6744782328605652,0.7435016632080078,69.64700055122375
0.02388,0.03847,0.9518,0.7767388224601746,0.7767388224601746,69.67899632453918
0.54112,0.91919,0.41626,0.7954987287521362,0.7902482151985168,69.67199897766113
0.09191,0.74181,0.03804,0.8117424845695496,0.8086485266685486,69.91300129890442
0.7879,0.03969,0.2609,0.7088003158569336,0.7026110887527466,70.11499643325806
0.76208,0.37321,0.10753,0.8732412457466125,0.8748011589050293,69.58301901817322
0.24736,0.1284,0.55692,0.6990216374397278,0.7246163487434387,69.91899943351746
0.43903,0.26943,0.24213,0.708218514919281,0.7498950958251953,70.25511837005615
0.89484,0.181,0.05928,0.8513510227203369,0.8513510227203369,70.32527351379395
0.35464,0.6749,0.1921,0.8570325970649719,0.8599082827568054,69.86499738693237
0.71255,0.21182,0.11713,0.7244628071784973,0.7266486287117004,70.32005333900452
0.79052,0.20873,0.29232,0.7917315363883972,0.7849549055099487,70.35900044441223
0.12897,0.08255,0.64675,0.6393035054206848,0.6564271450042725,70.40621519088745
0.86295,0.01609,0.18378,0.7250380516052246,0.7250380516052246,69.71107339859009
0.29095,0.18031,0.76313,0.6587436199188232,0.5660508275032043,70.37312030792236
0.42095,0.53147,0.19317,0.6194053292274475,0.6289336085319519,70.26615571975708
0.79822,0.07655,0.16994,0.6680022478103638,0.6680022478103638,70.29010820388794
0.85096,0.13037,0.104,0.7734702229499817,0.7734702229499817,69.87010407447815
0.20829,0.5325,0.52232,0.4967547655105591,0.5361719131469727,70.00003027915955
0.53928,0.25239,0.38796,0.8460269570350647,0.8493298888206482,70.21107006072998
0.67034,0.29753,0.21214,0.8175931572914124,0.8335950970649719,70.19709181785583
0.00149,0.51789,0.55016,0.5744907259941101,0.5828239917755127,69.55216002464294
0.69366,0.121,0.14566,0.8643994927406311,0.8649250268936157,70.15208387374878
0.63456,0.21123,0.16481,0.5612561106681824,0.5675408244132996,70.15609765052795
0.61905,0.73857,0.3743,0.8284329175949097,0.8036288022994995,69.60933232307434
0.29938,0.51217,0.12855,0.7235468626022339,0.7295371294021606,70.31305074691772
0.886,0.95977,0.40131,0.7131179571151733,0.7231441736221313,69.4201226234436
0.50043,0.76765,0.38612,0.6351857781410217,0.6306752562522888,69.40099954605103
0.14961,0.70321,0.57466,0.6260619759559631,0.6635241508483887,69.90002012252808
0.27595,0.53442,0.3104,0.5485390424728394,0.5964371562004089,68.79099988937378
0.09162,0.42259,0.71127,0.7702639698982239,0.7927916049957275,69.82099866867065
0.71885,0.85664,0.78214,0.3971549570560455,0.4016448259353637,69.85800123214722
0.78635,0.1989,0.19557,0.6012585163116455,0.5983526706695557,69.70099925994873
0.64316,0.58866,0.40027,0.839779257774353,0.846601128578186,69.32099890708923
0.77218,0.2237,0.08291,0.8610773086547852,0.8616828322410583,69.99599647521973
0.20933,0.57971,0.37667,0.6622282862663269,0.6596662998199463,69.63499855995178
0.33758,0.20431,0.53673,0.8627872467041016,0.8752186894416809,69.95199990272522
0.22363,0.16411,0.7438,0.479964405298233,0.5218424201011658,69.24100065231323
0.25054,0.45422,0.26652,0.9566352963447572,0.9641510844230652,69.742999792099
0.82288,0.13096,0.18131,0.6750494837760925,0.6721460223197937,69.9249975681305
0.85423,0.48459,0.18724,0.76301109790802,0.7637069821357727,69.84700202941895
0.31273,0.61357,0.13986,0.7951999306678772,0.8063244819641113,69.88199925422668
0.38526,0.36257,0.45467,0.6053720712661743,0.6320121884346008,69.56499981880188
0.43524,0.34083,0.22752,0.7758645415306091,0.8093650937080383,69.92099809646606
0.6668,0.14049,0.10219,0.8935821652412415,0.8935821652412415,69.9059989452362
0.51833,0.73978,0.14838,0.6987012624740601,0.7169215679168701,69.32599806785583
0.38052,0.29122,0.23912,0.7593011856079102,0.8199977278709412,70.00299978256226
0.85167,0.13151,0.1177,0.86153244972229,0.8542603254318237,69.95399975776672
0.1698,0.58613,0.46625,0.5588409900665283,0.5862209796905518,70.0860002040863
0.2283,0.28116,0.5628,0.6708154082298279,0.6532979607582092,69.33203387260437
0.14031,0.40022,0.39643,0.7500019073486328,0.7647202014923096,69.91403460502625
0.32313,0.42216,0.22825,0.3998982608318329,0.3999389708042145,69.36610341072083
0.29042,0.28612,0.31827,0.6501456499099731,0.6564153432846069,70.16210460662842
0.95044,0.1652,0.04263,0.7024409770965576,0.7056711912155151,69.68527317047119
0.78726,0.93106,0.23925,0.765036940574646,0.7539916038513184,69.65707063674927
0.53163,0.23745,0.01253,0.8420336842536926,0.8460580706596375,71.73313093185425
0.93261,0.30814,0.24456,0.7232484817504883,0.7326710224151611,71.21300268173218
0.13521,0.96899,0.02344,0.7028831839561462,0.7028831839561462,71.23500037193298
0.10857,0.91328,0.90975,0.5666259527206421,0.5666259527206421,70.67899823188782
0.76604,0.15209,0.04884,0.6798337697982788,0.6798337697982788,71.54600095748901
0.89964,0.28785,0.52298,0.8074156641960144,0.8119308948516846,71.50300097465515
0.74046,0.18362,0.2773,0.8122941255569458,0.8135967254638672,70.71299934387207
0.21634,0.21353,0.38443,0.6872725486755371,0.720555305480957,71.49099969863892
0.2469,0.26684,0.73772,0.6250983476638794,0.6269172430038452,71.42700099945068
0.23084,0.5401,0.06619,0.5236661434173584,0.5497933030128479,71.53999853134155
0.55622,0.23718,0.30637,0.7974604964256287,0.8241516947746277,71.09700107574463
0.41952,0.67893,0.24796,0.7089520692825317,0.7214840054512024,71.13199996948242
0.88317,0.25901,0.01695,0.8436396718025208,0.8436396718025208,71.36999917030334
0.32267,0.7936,0.22211,0.5739112496376038,0.6210492849349976,71.26099801063538
0.90067,0.16001,0.08645,0.9027724266052246,0.9027724266052246,70.50300002098083
0.75566,0.62167,0.30697,0.6654593348503113,0.6702409982681274,70.86000061035156
0.46971,0.24089,0.17133,0.7106361389160156,0.7315336465835571,71.12600040435791
0.06316,0.76475,0.3233,0.7740729451179504,0.7795459628105164,71.58700013160706
0.15743,0.88001,0.04081,0.471746951341629,0.4272933006286621,70.89100050926208
0.23479,0.30832,0.4285,0.6303127408027649,0.657390296459198,71.30700016021729
0.23117,0.53786,0.09064,0.7010557055473328,0.7076888084411621,71.35400009155273
0.18706,0.05696,0.81893,0.499969482421875,0.499969482421875,70.95599961280823
0.48222,0.3498,0.38097,0.9087184071540833,0.9202580451965332,70.63299989700317
0.63786,0.43767,0.17304,0.650282621383667,0.6578243970870972,71.40299940109253
0.35383,0.30832,0.2055,0.7079699635505676,0.7635775208473206,71.51199960708618
0.39005,0.26673,0.23164,0.4845537841320038,0.4856794476509094,72.14299869537354
0.56212,0.32797,0.54442,0.499908447265625,0.499908447265625,70.20600080490112
0.47214,0.1007,0.43417,0.778120756149292,0.8004848957061768,70.80500054359436
0.44974,0.30897,0.20278,0.7073753476142883,0.7735225558280945,71.52699995040894
0.3379,0.36856,0.04803,0.4923348724842071,0.5205264091491699,71.00599980354309
0.81761,0.2685,0.25322,0.8156025409698486,0.8214928507804871,70.42399954795837
0.82525,0.12751,0.14327,0.7769804000854492,0.7769804000854492,71.26099967956543
0.88619,0.15845,0.33583,0.6978580355644226,0.6963048577308655,71.3389995098114
0.75241,0.12366,0.24575,0.7381196022033691,0.7378857731819153,71.89299941062927
0.78801,0.04878,0.72031,0.686355710029602,0.6924694776535034,70.8739984035492
0.80071,0.0985,0.24127,0.7304044365882874,0.7342631220817566,71.38199925422668
0.63028,0.12972,0.09296,0.7828148007392883,0.7949821352958679,71.4590003490448
0.81399,0.2883,0.36618,0.6197748184204102,0.6519617438316345,71.25800108909607
0.18949,0.61506,0.22022,0.703629732131958,0.6962516903877258,70.82800006866455
0.70257,0.09723,0.31632,0.898273229598999,0.8944147229194641,71.5889995098114
0.75306,0.11443,0.13332,0.7507526874542236,0.747888445854187,71.00699996948242
0.62917,0.61018,0.21192,0.7838460803031921,0.7799730896949768,71.30000019073486
0.33264,0.23864,0.53952,0.723461389541626,0.7327073216438293,71.12900042533875
0.87572,0.23284,0.33103,0.8281140327453613,0.8324474096298218,71.28700017929077
0.5593,0.21634,0.2361,0.5293267369270325,0.5447684526443481,71.31300067901611
0.84108,0.16722,0.25517,0.7810013890266418,0.7793104648590088,71.41599988937378
0.54012,0.18284,0.16848,0.780422568321228,0.7797946333885193,70.71599912643433
0.3148,0.22128,0.29518,0.8135246634483337,0.828902006149292,71.47000002861023
0.49139,0.51297,0.0781,0.6551653146743774,0.7114160060882568,71.0680000782013
0.56939,0.22632,0.2494,0.6743489503860474,0.6762591004371643,71.61699938774109
0.4481,0.3356,0.25044,0.9068527221679688,0.9152719974517822,71.12699937820435
0.42119,0.42236,0.09084,0.7991448640823364,0.795495867729187,71.27300024032593
0.20746,0.82464,0.09948,0.7928054332733154,0.7948437929153442,71.47299981117249
0.73913,0.98477,0.12141,0.3645096123218536,0.3645096123218536,70.58999991416931
0.72883,0.18104,0.29652,0.7898368239402771,0.7902496457099915,70.74099850654602
0.18345,0.05372,0.89979,0.6240148544311523,0.6362082362174988,71.26200032234192
0.80062,0.10511,0.05116,0.787757933139801,0.787757933139801,71.31100249290466
0.79946,0.46846,0.02968,0.6913132667541504,0.6975075602531433,71.28599762916565
0.43547,0.24576,0.25652,0.7819527387619019,0.790014922618866,70.92300033569336
0.65129,0.21649,0.37239,0.8941100239753723,0.9107587337493896,71.34500026702881
0.82481,0.22396,0.13653,0.6213003396987915,0.6274484992027283,71.6929988861084
0.68432,0.45446,0.09132,0.5402552485466003,0.5330480933189392,71.16099953651428
0.61256,0.57466,0.38929,0.8013815879821777,0.8006938695907593,70.73000049591064
0.70856,0.26791,0.1537,0.7909780144691467,0.7796115875244141,71.84999942779541
0.88675,0.48679,0.15468,0.7687757015228271,0.7635159492492676,71.3870005607605
0.29457,0.62378,0.57823,0.7072058320045471,0.746573269367218,71.91500234603882
0.83895,0.16212,0.09413,0.7453170418739319,0.7420595288276672,71.39900040626526
0.39841,0.58385,0.25683,0.5659191012382507,0.5833255648612976,71.71600031852722
0.23347,0.17118,0.83948,0.6216245889663696,0.6366429328918457,71.66299772262573
0.33744,0.54339,0.24717,0.7896826267242432,0.545937180519104,71.48700046539307
0.64678,0.14408,0.10139,0.7583878040313721,0.7514007687568665,70.84999918937683
0.95427,0.84839,0.06095,0.6905025243759155,0.7099957466125488,71.44599986076355
0.13496,0.63117,0.13706,0.8243799805641174,0.8254311084747314,71.50600075721741
0.07092,0.16695,0.81642,0.5358020663261414,0.5358020663261414,71.75300192832947
0.96854,0.20622,0.24783,0.6922751665115356,0.7126292586326599,71.29299998283386
0.19165,0.22658,0.71327,0.8010450005531311,0.8369043469429016,71.49300050735474
0.77387,0.11266,0.1345,0.6982088088989258,0.6982088088989258,71.55700016021729
0.09246,0.42578,0.37728,0.8067434430122375,0.8132205009460449,71.54399943351746
0.13219,0.92745,0.00458,0.7260779142379761,0.7260779142379761,70.73500156402588
0.80065,0.10462,0.1239,0.8995682001113892,0.8995682001113892,71.43899965286255
0.80367,0.15618,0.21725,0.7123593091964722,0.7302543520927429,70.9820008277893
0.95124,0.69873,0.38929,0.6783878803253174,0.7036749720573425,70.70699954032898
0.18309,0.77936,0.30988,0.6282459497451782,0.6250206232070923,70.79399967193604
