modelo_1,modelo_2,modelo_3,maior
0.7500019,0.7328927,0.7431534,0.7500019
0.33329263,0.39989826,0.33325195,0.39989826
0.65014565,0.6410589,0.6254339,0.65014565
0.702441,0.6231251,0.6130686,0.702441
0.76503694,0.75161517,0.7529305,0.76503694
0.8420337,0.7675638,0.7428808,0.8420337
0.7232485,0.6990851,0.68989116,0.7232485
0.6957252,0.7028832,0.64176834,0.7028832
0.38070822,0.3330892,0.56662595,0.56662595
0.67983377,0.6282773,0.5386734,0.67983377
0.80741566,0.750581,0.6646684,0.80741566
0.8122941,0.7894232,0.77994704,0.8122941
0.68727255,0.67708206,0.6640759,0.68727255
0.58099484,0.5500784,0.62509835,0.62509835
0.52366614,0.523316,0.49238467,0.52366614
0.7677169,0.77924323,0.7974605,0.7974605
0.7034123,0.70895207,0.6737826,0.70895207
0.8436397,0.78512084,0.76327497,0.8436397
0.4905372,0.57391125,0.3330485,0.57391125
0.9027724,0.88771075,0.8668188,0.9027724
0.66545933,0.614329,0.48515505,0.66545933
0.71063614,0.67219216,0.679266,0.71063614
0.64317715,0.77407295,0.60693973,0.77407295
0.41107902,0.47174695,0.4113618,0.47174695
0.5977938,0.57885844,0.63031274,0.63031274
0.7010557,0.64178306,0.53865564,0.7010557
0.3332316,0.33325195,0.49996948,0.49996948
0.67481184,0.6836033,0.9087184,0.9087184
0.63454473,0.64793366,0.6502826,0.6502826
0.7068138,0.70796996,0.7040038,0.70796996
0.48455378,0.47972715,0.4791732,0.48455378
0.49990845,0.49990845,0.49990845,0.49990845
0.77812076,0.747854,0.75203663,0.77812076
0.70379466,0.70737535,0.5763911,0.70737535
0.49233487,0.4880935,0.46143356,0.49233487
0.81560254,0.7719651,0.7592722,0.81560254
0.7769804,0.75654227,0.745785,0.7769804
0.69785804,0.67250514,0.660752,0.69785804
0.7381196,0.52566534,0.51998025,0.7381196
0.6863557,0.6157404,0.62059456,0.6863557
0.73040444,0.6780759,0.6636202,0.73040444
0.7828148,0.73934,0.7168665,0.7828148
0.5630175,0.52454686,0.6197748,0.6197748
0.5055302,0.70362973,0.48751327,0.70362973
0.8982732,0.65796185,0.8628666,0.8982732
0.7507527,0.70514995,0.7077313,0.7507527
0.7721356,0.7701334,0.7838461,0.7838461
0.7234614,0.7201722,0.71759224,0.7234614
0.82811403,0.81468284,0.82109046,0.82811403
0.5279629,0.52932674,0.49764195,0.52932674
0.7810014,0.7470705,0.62249744,0.7810014
0.78042257,0.76913553,0.7368734,0.78042257
0.81352466,0.8042267,0.6038668,0.81352466
0.42991078,0.6551653,0.39202714,0.6551653
0.67434895,0.67049056,0.65559727,0.67434895
0.9068527,0.90509206,0.90109444,0.9068527
0.7928893,0.79914486,0.7603562,0.79914486
0.7707071,0.79280543,0.7590267,0.79280543
0.3645096,0.33278403,0.33278403,0.3645096
0.7838193,0.7898368,0.7642264,0.7898368
0.5316379,0.51824737,0.62401485,0.62401485
0.78775793,0.7582275,0.71738523,0.78775793
0.69131327,0.5204252,0.61269,0.69131327
0.78195274,0.75322914,0.74985087,0.78195274
0.87445456,0.89411,0.87294585,0.89411
0.62130034,0.565891,0.58181757,0.62130034
0.54025525,0.4853069,0.4708571,0.54025525
0.8013816,0.79319185,0.7783515,0.8013816
0.790978,0.76889753,0.75337684,0.790978
0.75087595,0.7687757,0.7005662,0.7687757
0.60157555,0.544605,0.70720583,0.70720583
0.74531704,0.70007586,0.7134188,0.74531704
0.38456187,0.5659191,0.5109476,0.5659191
0.6216246,0.6212721,0.58630544,0.6216246
0.5448862,0.7896826,0.50461614,0.7896826
0.7583878,0.72421366,0.69839764,0.7583878
0.6905025,0.6714724,0.6304062,0.6905025
0.82306784,0.82438,0.7760145,0.82438
0.4916612,0.52635497,0.53580207,0.53580207
0.69227517,0.54090905,0.6703052,0.69227517
0.801045,0.7656367,0.80025053,0.801045
0.6982088,0.6344151,0.55292636,0.6982088
0.72751474,0.80674344,0.7838846,0.80674344
0.72508097,0.7260779,0.68324304,0.7260779
0.8995682,0.8868525,0.8781842,0.8995682
0.7123593,0.6129044,0.5201056,0.7123593
0.6783879,0.6077866,0.65455353,0.6783879
0.59432983,0.62824595,0.60164434,0.62824595
0.7698178,0.77088624,0.82414895,0.82414895
0.6755186,0.6713493,0.6598819,0.6755186
0.7075884,0.74132746,0.68982816,0.74132746
0.76665276,0.7749325,0.70746416,0.7749325
0.6043512,0.54739517,0.52157617,0.6043512
0.7673616,0.8041886,0.79795057,0.8041886
0.82978743,0.81982493,0.78485346,0.82978743
0.84621465,0.8139517,0.79432255,0.84621465
0.90413374,0.67468196,0.9180541,0.9180541
0.33325195,0.33325195,0.33241782,0.33325195
0.8126116,0.7410459,0.7417002,0.8126116
0.85175776,0.8620714,0.8469535,0.8620714
0.6439123,0.6530216,0.49887085,0.6530216
0.59838855,0.57996565,0.56589603,0.59838855
0.69790655,0.7296305,0.68951243,0.7296305
0.8099389,0.8227816,0.82441336,0.82441336
0.6925869,0.6840164,0.68455225,0.6925869
0.49663302,0.5485616,0.43623188,0.5485616
0.81730056,0.78635454,0.7698337,0.81730056
0.3332316,0.33321127,0.3332316,0.3332316
0.799395,0.7884767,0.8104267,0.8104267
0.7689875,0.7564302,0.6931446,0.7689875
0.8006928,0.7570851,0.7435317,0.8006928
0.5689226,0.5623861,0.5835188,0.5835188
0.71988267,0.68534374,0.7020001,0.71988267
0.44422063,0.33310953,0.33278403,0.44422063
0.9427381,0.69776326,0.94339675,0.94339675
0.71355516,0.68186396,0.7005802,0.71355516
0.82892793,0.788675,0.8179799,0.82892793
0.3330892,0.3330892,0.3330892,0.3330892
0.6164741,0.6300694,0.62005603,0.6300694
0.9050433,0.6676419,0.8944094,0.9050433
0.8859981,0.8793146,0.8867731,0.8867731
0.72936493,0.66931695,0.69797415,0.72936493
0.7690977,0.75131994,0.7067454,0.7690977
0.49122584,0.52170706,0.4858789,0.52170706
0.7187636,0.70865107,0.70213413,0.7187636
0.7265088,0.74601704,0.73416454,0.74601704
0.73378754,0.7170528,0.7150899,0.73378754
0.7038168,0.6964021,0.6882599,0.7038168
0.7014313,0.69557786,0.681707,0.7014313
0.71974295,0.71372944,0.72215,0.72215
0.8603366,0.81635314,0.8001358,0.8603366
0.84030515,0.84323215,0.8468794,0.8468794
0.7661435,0.76039577,0.7319598,0.7661435
0.7231916,0.67711866,0.69812095,0.7231916
0.77818894,0.79778695,0.7728746,0.79778695
0.81598437,0.7807292,0.7769231,0.81598437
0.64154476,0.6278043,0.6069772,0.64154476
0.89540285,0.9047459,0.8797119,0.9047459
0.7945078,0.7669928,0.71528006,0.7945078
0.33270264,0.33268228,0.33270264,0.33270264
0.6350597,0.6302103,0.6426992,0.6426992
0.8200716,0.796473,0.7635182,0.8200716
0.86878335,0.82927537,0.80942476,0.86878335
0.5994108,0.5978401,0.5652189,0.5994108
0.572096,0.6320088,0.42617768,0.6320088
0.5034907,0.6910491,0.59159815,0.6910491
0.69608116,0.6908562,0.6100015,0.69608116
0.66805315,0.5027113,0.62530345,0.66805315
0.74037516,0.73505914,0.71540546,0.74037516
0.799183,0.79235554,0.7822027,0.799183
0.7337411,0.69950634,0.69465333,0.7337411
0.63975805,0.6664293,0.6689515,0.6689515
0.33325195,0.4443834,0.33321127,0.4443834
0.72165585,0.7939008,0.81908756,0.81908756
0.78186226,0.7877847,0.66676795,0.7877847
0.24975586,0.35257494,0.49972534,0.49972534
0.6494243,0.8689582,0.85118985,0.8689582
0.6141432,0.3330078,0.51829463,0.6141432
0.48118383,0.46097735,0.49562192,0.49562192
0.6772609,0.6343491,0.64521796,0.6772609
0.8038022,0.602992,0.83051425,0.83051425
0.747833,0.7225206,0.7194771,0.747833
0.33321127,0.3332316,0.3332316,0.3332316
0.7634037,0.67857885,0.6882092,0.7634037
0.62603414,0.6164949,0.6391232,0.6391232
0.71872604,0.70346814,0.69964516,0.71872604
0.75013685,0.7309629,0.71093494,0.75013685
0.42964107,0.41990992,0.42393386,0.42964107
0.5600273,0.5684809,0.43224233,0.5684809
0.639004,0.6495564,0.6167718,0.6495564
0.77334976,0.72766256,0.69800174,0.77334976
0.65319973,0.653081,0.65604067,0.65604067
0.74015886,0.73592526,0.7194691,0.74015886
0.7491701,0.6013118,0.5135331,0.7491701
0.6125027,0.6241721,0.57304305,0.6241721
0.6056776,0.61335367,0.55549216,0.61335367
0.6215818,0.620094,0.594863,0.6215818
0.64666575,0.615905,0.8456573,0.8456573
0.6708566,0.683408,0.7020438,0.7020438
0.6615249,0.4984318,0.6222997,0.6615249
0.62460065,0.57121944,0.5889216,0.62460065
0.80729556,0.78298694,0.81561726,0.81561726
0.8111367,0.8037075,0.6621517,0.8111367
0.7555974,0.59741145,0.7797864,0.7797864
0.6864037,0.7026377,0.68294764,0.7026377
0.6961813,0.69863725,0.67421967,0.69863725
0.6135862,0.609319,0.57885784,0.6135862
0.82524943,0.7739107,0.7552104,0.82524943
0.73334175,0.6167547,0.62832534,0.73334175
0.51465285,0.5307683,0.5628464,0.5628464
0.77881527,0.7861112,0.7711649,0.7861112
0.7349065,0.70119274,0.6933826,0.7349065
0.7045313,0.7328347,0.65759313,0.7328347
0.91548157,0.88528705,0.9017094,0.91548157
0.77619845,0.78087115,0.7090777,0.78087115
0.4982605,0.4982605,0.7556555,0.7556555
0.5365298,0.52246964,0.4825418,0.5365298
0.7653936,0.7552014,0.7339264,0.7653936
0.78598267,0.74783045,0.7384885,0.78598267
0.8470628,0.8417959,0.7730048,0.8470628
0.84320647,0.82686937,0.8028188,0.84320647
0.6339616,0.6175445,0.6217742,0.6339616
0.6565755,0.6763365,0.6334712,0.6763365
0.6544968,0.6419341,0.6508318,0.6544968
0.7633054,0.7615328,0.74012625,0.7633054
0.8216295,0.78181845,0.7797897,0.8216295
0.4614068,0.57251084,0.55459595,0.57251084
0.7303853,0.72705555,0.6989499,0.7303853
0.8516969,0.8312416,0.8286814,0.8516969
0.73176205,0.7393093,0.67048126,0.7393093
0.7734111,0.7149266,0.68978685,0.7734111
0.7350953,0.72457767,0.6759729,0.7350953
0.8236698,0.79909,0.7684819,0.8236698
0.8755379,0.8457317,0.8480522,0.8755379
0.74674153,0.7474368,0.69610405,0.7474368
0.5747637,0.5667325,0.5106155,0.5747637
1.0,1.0,1.0,1.0
0.7534264,0.5396922,0.47096065,0.7534264
0.58833796,0.66862035,0.72225857,0.72225857
0.8056777,0.84381604,0.799681,0.84381604
0.90923095,0.67315507,0.8892181,0.90923095
0.5538485,0.48951632,0.45112282,0.5538485
0.76521903,0.70550376,0.71870494,0.76521903
0.76884115,0.74651706,0.75351727,0.76884115
0.7452582,0.70299697,0.6560011,0.7452582
0.86693233,0.6224346,0.85087615,0.86693233
0.4996539,0.49969462,0.43022242,0.49969462
0.6998677,0.6492343,0.7110797,0.7110797
0.5182338,0.6092689,0.62868845,0.62868845
0.6964248,0.61363626,0.6218559,0.6964248
0.49345416,0.586856,0.62304515,0.62304515
0.6232137,0.26102784,0.5359468,0.6232137
0.78776217,0.76515186,0.7565446,0.78776217
0.6676837,0.62264705,0.599115,0.6676837
0.49990845,0.49990845,0.49990845,0.49990845
0.5527096,0.49820745,0.5501834,0.5527096
0.6735679,0.6614919,0.5643885,0.6735679
0.6976404,0.66186786,0.6758158,0.6976404
0.8391636,0.8190384,0.8240953,0.8391636
0.51703674,0.556028,0.5199796,0.556028
0.81902206,0.82226956,0.8347406,0.8347406
0.64712435,0.7154524,0.64568084,0.7154524
0.5714026,0.55650675,0.7033055,0.7033055
0.7768383,0.7550597,0.7354617,0.7768383
0.80475926,0.79656196,0.7366931,0.80475926
0.7270124,0.75131464,0.6901131,0.75131464
0.49993896,0.49996948,0.49996948,0.49996948
0.92719847,0.7047579,0.9117581,0.92719847
0.7150232,0.69659925,0.6755583,0.7150232
0.89399135,0.8711739,0.8580383,0.89399135
0.66654354,0.6773516,0.6396644,0.6773516
0.62037337,0.6189157,0.5822965,0.62037337
0.83670616,0.80630744,0.7655724,0.83670616
0.8977377,0.6699297,0.86489534,0.8977377
0.77442634,0.77935934,0.7425405,0.77935934
0.7433996,0.7493155,0.7070966,0.7493155
0.7991331,0.59554744,0.7779353,0.7991331
0.79847753,0.7340435,0.70237863,0.79847753
0.7748575,0.7298868,0.72683233,0.7748575
0.67291206,0.6273979,0.6025955,0.67291206
0.6164136,0.53205097,0.63634723,0.63634723
0.7879547,0.7765932,0.7841042,0.7879547
0.809849,0.7776901,0.7929799,0.809849
0.3320923,0.3320109,0.3315023,0.3320923
0.8569507,0.634194,0.8509986,0.8569507
0.6711709,0.6139993,0.65237176,0.6711709
0.56615525,0.4679542,0.40087205,0.56615525
0.69254464,0.68796116,0.69497764,0.69497764
0.5475433,0.53326845,0.5229442,0.5475433
0.6417057,0.59935457,0.64079756,0.6417057
0.7183165,0.69206923,0.6726399,0.7183165
0.52778363,0.47166428,0.49892747,0.52778363
0.75653803,0.73607045,0.69291276,0.75653803
0.70154,0.70465124,0.6634208,0.70465124
0.6672121,0.6269034,0.6200467,0.6672121
0.8183893,0.8080421,0.78637433,0.8183893
0.88149524,0.86186564,0.8387442,0.88149524
0.47366053,0.46914235,0.46398103,0.47366053
0.8074551,0.7953035,0.7738345,0.8074551
0.49993896,0.49993896,0.49993896,0.49993896
0.8102541,0.82917047,0.80105495,0.82917047
0.6230296,0.6113969,0.61264074,0.6230296
0.67252845,0.69769144,0.6593027,0.69769144
0.90287125,0.8986629,0.8866558,0.90287125
0.48757714,0.57357097,0.62009627,0.62009627
0.55529094,0.42644262,0.39964887,0.55529094
0.64707386,0.65009683,0.64509946,0.65009683
0.8171362,0.7787504,0.8096695,0.8171362
0.78336376,0.80233645,0.7742545,0.80233645
0.771793,0.7645842,0.72139573,0.771793
0.6167349,0.5822357,0.60094815,0.6167349
0.8800311,0.81999767,0.7921511,0.8800311
0.81718266,0.7917439,0.7955977,0.81718266
0.33262125,0.33317056,0.3332723,0.3332723
0.6796449,0.6054457,0.71160215,0.71160215
0.80604774,0.7970022,0.78089595,0.80604774
0.8153157,0.75285906,0.74013764,0.8153157
0.71777916,0.7263067,0.71783906,0.7263067
0.45434198,0.5639397,0.5292692,0.5639397
0.7952216,0.8278352,0.77533436,0.8278352
0.78208315,0.78245234,0.7562568,0.78245234
0.69233984,0.50586224,0.66687775,0.69233984
0.6048422,0.591853,0.66226137,0.66226137
0.7880599,0.77938646,0.76576364,0.7880599
0.45994216,0.4728604,0.6205224,0.6205224
0.83409774,0.81741595,0.7763883,0.83409774
0.8699926,0.84885675,0.8170216,0.8699926
0.6599666,0.6776656,0.63419867,0.6776656
0.5689719,0.60470843,0.61538506,0.61538506
0.72934556,0.69530374,0.70171213,0.72934556
0.70746696,0.6969371,0.7181941,0.7181941
0.51611257,0.51335156,0.5042808,0.51611257
0.82801276,0.6235463,0.80918616,0.82801276
0.8510815,0.82030666,0.80013275,0.8510815
0.7651151,0.696716,0.7065361,0.7651151
0.69312423,0.69066834,0.6030627,0.69312423
0.7983012,0.74631214,0.7710047,0.7983012
0.8049481,0.7896089,0.75345594,0.8049481
0.674163,0.6793586,0.66550046,0.6793586
0.71422434,0.75786924,0.77837795,0.77837795
0.75942516,0.72845644,0.71024287,0.75942516
0.6039926,0.6053201,0.6122948,0.6122948
0.81765765,0.79729605,0.8060182,0.81765765
0.46822765,0.5681982,0.530911,0.5681982
0.79129684,0.8080976,0.7660771,0.8080976
0.72469544,0.7073872,0.72736484,0.72736484
0.73933554,0.7335791,0.71269065,0.73933554
0.50006497,0.49649447,0.46425247,0.50006497
0.65232515,0.74567634,0.643345,0.74567634
0.67559654,0.6986425,0.6386056,0.6986425
0.79495144,0.7688447,0.751395,0.79495144
0.8125847,0.803509,0.83540326,0.83540326
