modelo_1,modelo_2,modelo_3,maior
0.88827634,0.87884915,0.8453612,0.88827634
0.7886607,0.778611,0.7143872,0.7886607
0.7898907,0.8104675,0.77142614,0.8104675
0.58329266,0.5713675,0.52765566,0.58329266
0.78717965,0.7533721,0.7078208,0.78717965
0.61783326,0.66276795,0.4036466,0.66276795
0.87212014,0.63901246,0.8691516,0.87212014
0.72733605,0.63629097,0.7147867,0.72733605
0.758706,0.7705435,0.7562176,0.7705435
0.66859394,0.6784606,0.6541631,0.6784606
0.7871325,0.7732436,0.57148457,0.7871325
0.7221091,0.71950537,0.72060585,0.7221091
0.7849153,0.76568973,0.7005794,0.7849153
0.91421443,0.65859264,0.9068103,0.91421443
0.71617436,0.685961,0.6781206,0.71617436
0.6926477,0.7074039,0.70233047,0.7074039
0.7617491,0.7002933,0.79881835,0.79881835
0.7149512,0.7150095,0.71113396,0.7150095
0.68986106,0.6430439,0.69029856,0.69029856
0.81764,0.5906385,0.7776012,0.81764
0.71364486,0.73914844,0.6996825,0.73914844
0.75100034,0.78550524,0.78124964,0.78550524
0.7940754,0.7621157,0.72779316,0.7940754
0.5195705,0.49026948,0.5269767,0.5269767
0.935069,0.9137058,0.9002967,0.935069
0.84096146,0.786484,0.78118855,0.84096146
1.0,0.49990845,0.49978638,1.0
0.71032494,0.64950687,0.6640819,0.71032494
0.78972083,0.84401304,0.7891919,0.84401304
0.6663018,0.5262391,0.68145657,0.68145657
0.702225,0.71023816,0.705668,0.71023816
0.6759866,0.69770044,0.6597619,0.69770044
0.61348605,0.5907827,0.64421016,0.64421016
0.76136017,0.80364513,0.71181405,0.80364513
0.75723076,0.7111186,0.68825245,0.75723076
0.6306874,0.58064675,0.51805,0.6306874
0.698864,0.6944821,0.63217187,0.698864
0.7690615,0.75668645,0.7512169,0.7690615
0.7695254,0.75677943,0.75343966,0.7695254
0.86301893,0.64185804,0.8464122,0.86301893
0.5425871,0.59900725,0.58335495,0.59900725
0.7951682,0.7505586,0.71204996,0.7951682
0.7940038,0.81293464,0.77464986,0.81293464
0.6999701,0.6455135,0.59010464,0.6999701
0.71223974,0.70623535,0.6363528,0.71223974
0.7366088,0.73211354,0.72146636,0.7366088
0.44776374,0.4224202,0.42246878,0.44776374
0.61695534,0.6391401,0.596878,0.6391401
0.94538957,0.91636974,0.90980834,0.94538957
0.82768345,0.78331774,0.828677,0.828677
0.6556246,0.57923746,0.55074424,0.6556246
0.7939294,0.7763081,0.7713044,0.7939294
0.61750287,0.65055335,0.6011503,0.65055335
0.7906053,0.7262295,0.7413687,0.7906053
0.7463051,0.72582364,0.6896591,0.7463051
0.3328654,0.3328654,0.3328654,0.3328654
0.83202887,0.7901027,0.7567569,0.83202887
0.77192926,0.78962576,0.7558818,0.78962576
0.6847293,0.68720436,0.6633429,0.68720436
0.43223047,0.43816453,0.4791357,0.4791357
0.62955123,0.5577628,0.5118079,0.62955123
0.3154561,0.5071051,0.40077692,0.5071051
0.8747904,0.65316874,0.86354476,0.8747904
0.52959496,0.5205276,0.49969012,0.52959496
0.8458573,0.8091531,0.7845288,0.8458573
0.8212025,0.8260568,0.7942435,0.8260568
0.81481504,0.79165477,0.7156915,0.81481504
0.647671,0.6511461,0.65767723,0.65767723
0.69033676,0.68913364,0.5725828,0.69033676
0.7418582,0.7732566,0.73316056,0.7732566
0.6820636,0.7156672,0.71230674,0.7156672
0.89372677,0.79886657,0.85119295,0.89372677
0.7064996,0.69960445,0.6954956,0.7064996
0.7824291,0.768352,0.756368,0.7824291
0.5554129,0.5035091,0.5260508,0.5554129
0.6845139,0.64135236,0.6609364,0.6845139
0.4604636,0.33308917,0.34884045,0.4604636
0.68037534,0.68296075,0.696992,0.696992
0.5632608,0.5409957,0.577495,0.577495
0.6584634,0.6463627,0.5974634,0.6584634
0.8809026,0.8711407,0.8569107,0.8809026
0.68226105,0.68023604,0.63030833,0.68226105
0.875357,0.6557695,0.86512595,0.875357
0.9053078,0.6591908,0.83354753,0.9053078
0.52389604,0.6353084,0.5022247,0.6353084
0.7772335,0.7841966,0.7447244,0.7841966
0.6238508,0.5738322,0.5928705,0.6238508
0.8246739,0.78772724,0.7802795,0.8246739
0.77328646,0.7651276,0.63909733,0.77328646
0.68758684,0.6872279,0.718625,0.718625
0.68710494,0.64287674,0.5005803,0.68710494
0.6996195,0.6877615,0.62274975,0.6996195
0.76399046,0.7349165,0.7372036,0.76399046
0.7574702,0.750606,0.7694294,0.7694294
0.6135042,0.60605294,0.6082653,0.6135042
0.33319092,0.33315024,0.33319092,0.33319092
0.7478628,0.6791296,0.745827,0.7478628
0.72061676,0.70032185,0.66873235,0.72061676
0.7441529,0.74804854,0.73955953,0.74804854
0.78769755,0.76217675,0.7587405,0.78769755
0.777552,0.7530342,0.736532,0.777552
0.6734872,0.73434335,0.6676137,0.73434335
0.910157,0.89968365,0.8850382,0.910157
0.61572796,0.5822505,0.5600657,0.61572796
0.61801296,0.7211601,0.7334953,0.7334953
0.75675124,0.75597864,0.7593486,0.7593486
0.53714234,0.55258936,0.7646153,0.7646153
0.713418,0.69526184,0.66593635,0.713418
0.8234698,0.7556405,0.79440033,0.8234698
0.6022129,0.603882,0.55944824,0.603882
0.73068225,0.7165866,0.702707,0.73068225
0.755087,0.73549914,0.7148102,0.755087
0.45158923,0.46317524,0.42960674,0.46317524
0.64350617,0.63196546,0.6735041,0.6735041
0.5222382,0.45117974,0.5334769,0.5334769
0.57249725,0.55873936,0.75530005,0.75530005
0.5823708,0.6879085,0.5919953,0.6879085
0.7630867,0.7380679,0.7985604,0.7985604
0.59422857,0.57493377,0.5496732,0.59422857
0.99395466,0.98893255,0.9863355,0.99395466
0.75186646,0.7604192,0.78015363,0.78015363
0.7598443,0.7462346,0.71444124,0.7598443
0.6367029,0.65624225,0.6194539,0.65624225
0.7182397,0.5069189,0.67530584,0.7182397
0.81292105,0.7950858,0.7899897,0.81292105
0.62808865,0.546874,0.60031646,0.62808865
0.8683751,0.647042,0.8457045,0.8683751
0.689643,0.6108686,0.5966009,0.689643
0.85229033,0.81265,0.8012873,0.85229033
0.8000276,0.67145365,0.73086196,0.8000276
0.7592676,0.7419289,0.6233755,0.7592676
0.82005703,0.80074096,0.7760275,0.82005703
0.75305986,0.7331104,0.71554685,0.75305986
0.6804607,0.71076876,0.7200742,0.7200742
0.69447774,0.7124675,0.68780184,0.7124675
0.7692505,0.7723477,0.7439611,0.7723477
0.72234225,0.69685704,0.656737,0.72234225
0.67026544,0.74456143,0.54944456,0.74456143
0.6767309,0.71135706,0.6907748,0.71135706
0.7610101,0.820277,0.74716693,0.820277
0.7719498,0.7419777,0.72155,0.7719498
0.6805854,0.63162124,0.6289696,0.6805854
0.6756977,0.73179114,0.6701113,0.73179114
0.70078075,0.62422633,0.74020433,0.74020433
0.7441779,0.7198497,0.73779595,0.7441779
0.7240479,0.6659777,0.55817986,0.7240479
0.75613594,0.724367,0.69122106,0.75613594
0.7318409,0.7267646,0.71370435,0.7318409
0.764001,0.76866376,0.74742424,0.76866376
0.91134393,0.887939,0.84208184,0.91134393
0.8046496,0.7980731,0.7838594,0.8046496
0.843472,0.8324485,0.796912,0.843472
0.7323705,0.73304474,0.6978435,0.73304474
0.7463273,0.7342943,0.73100144,0.7463273
0.79777294,0.7579839,0.73390025,0.79777294
0.8951681,0.8718963,0.66353744,0.8951681
0.56559455,0.5399407,0.5464546,0.56559455
0.33321127,0.33321127,0.33321127,0.33321127
0.63200974,0.6455264,0.66273415,0.66273415
0.67061836,0.6539388,0.5975416,0.67061836
0.6472419,0.65777415,0.61593324,0.65777415
0.67561066,0.5922262,0.57140225,0.67561066
0.5656409,0.52985024,0.47643465,0.5656409
0.87369466,0.8732859,0.8051535,0.87369466
0.64857805,0.6656461,0.6013184,0.6656461
0.8216549,0.7969907,0.76986885,0.8216549
0.6840448,0.6727241,0.6374551,0.6840448
0.8267156,0.85550666,0.82700837,0.85550666
0.72537714,0.6305069,0.70977366,0.72537714
0.6123949,0.58932173,0.6085321,0.6123949
0.81329006,0.78256917,0.71458596,0.81329006
0.80672336,0.7909895,0.78201276,0.80672336
0.47312203,0.35062268,0.43031347,0.47312203
0.7642586,0.78213537,0.7320019,0.78213537
0.84925747,0.80651355,0.8370514,0.84925747
0.6880124,0.6682155,0.6259679,0.6880124
0.7101974,0.7165813,0.70339537,0.7165813
0.76644623,0.7819197,0.7460191,0.7819197
0.75351226,0.7511124,0.75368005,0.75368005
0.79500693,0.7955997,0.7920033,0.7955997
0.3332723,0.3332723,0.3332723,0.3332723
0.77174,0.75934416,0.757415,0.77174
0.68862975,0.7099116,0.73437184,0.73437184
0.691901,0.51793075,0.7380009,0.7380009
0.6815899,0.6617067,0.6588257,0.6815899
0.65429175,0.6675579,0.63832295,0.6675579
0.5958887,0.5617245,0.58416647,0.5958887
0.76317775,0.78204966,0.7441385,0.78204966
0.7037802,0.6961883,0.6818206,0.7037802
0.5106499,0.5457924,0.5168893,0.5457924
0.8674319,0.85085297,0.846948,0.8674319
0.8709733,0.83538103,0.86184984,0.8709733
0.90519714,0.65580434,0.9101794,0.9101794
0.7133902,0.6835127,0.5969158,0.7133902
0.8445633,0.83613104,0.84213334,0.8445633
0.5513327,0.5830074,0.42930117,0.5830074
0.7907037,0.76656115,0.7447617,0.7907037
0.6543281,0.7027044,0.694956,0.7027044
0.77783644,0.7319594,0.72820306,0.77783644
0.68212545,0.6783711,0.62708277,0.68212545
0.6192495,0.58003294,0.62224114,0.62224114
0.7656082,0.77551174,0.75483865,0.77551174
0.7850864,0.7813622,0.7609505,0.7850864
0.72565633,0.73402756,0.6859281,0.73402756
0.5697743,0.569891,0.4170941,0.569891
0.8310342,0.84817064,0.84091765,0.84817064
0.60461205,0.6471795,0.58515507,0.6471795
0.6548254,0.6423625,0.6556268,0.6556268
0.93722135,0.68372816,0.91710943,0.93722135
0.63824254,0.64637715,0.43181908,0.64637715
0.71142143,0.6901377,0.6779253,0.71142143
0.6600534,0.69291466,0.69984746,0.69984746
0.64890486,0.6820738,0.5552296,0.6820738
0.40818566,0.39385808,0.37791616,0.40818566
0.8482636,0.8121681,0.81140476,0.8482636
0.75764155,0.7373003,0.73415715,0.75764155
0.74964505,0.72325027,0.70346224,0.74964505
0.4998474,0.24986267,0.4998474,0.4998474
0.48565564,0.48154926,0.47959667,0.48565564
0.7127614,0.67930675,0.6701989,0.7127614
0.33493814,0.4884681,0.4238592,0.4884681
0.7313487,0.7362001,0.67324054,0.7362001
0.7791718,0.8121096,0.7799977,0.8121096
0.7534591,0.7389399,0.6993926,0.7534591
0.51317525,0.68634504,0.33296713,0.68634504
0.3879529,0.3744806,0.4082153,0.4082153
0.55633104,0.5625885,0.5748389,0.5748389
0.73345107,0.71951205,0.74240786,0.74240786
0.877228,0.85618055,0.8272854,0.877228
0.7317358,0.7306314,0.7092802,0.7317358
0.749882,0.68580693,0.7553132,0.7553132
0.8776323,0.85577506,0.82304364,0.8776323
0.79614747,0.7813933,0.7353853,0.79614747
0.8496604,0.85320824,0.85320693,0.85320824
0.853405,0.84643674,0.82368374,0.853405
0.8130116,0.8326294,0.8099146,0.8326294
0.6674099,0.67656493,0.7167277,0.7167277
0.76464957,0.7666333,0.7455653,0.7666333
0.7468396,0.7186885,0.69330966,0.7468396
0.87229085,0.8587911,0.8266909,0.87229085
0.83012354,0.81523514,0.7777952,0.83012354
0.81407106,0.7884555,0.7469314,0.81407106
0.80865246,0.8184712,0.7947457,0.8184712
0.81140786,0.7908348,0.78915596,0.81140786
0.6229594,0.73582417,0.7765961,0.7765961
0.9818677,0.48849267,0.977824,0.9818677
0.7059843,0.6767571,0.6760437,0.7059843
0.7304193,0.74906766,0.69226813,0.74906766
0.81739265,0.82083356,0.7803395,0.82083356
0.5778536,0.5255728,0.53904057,0.5778536
0.5939942,0.6204582,0.59161425,0.6204582
0.7046768,0.65799814,0.52297664,0.7046768
0.72199804,0.7043391,0.56901604,0.72199804
0.79431015,0.76948524,0.67601824,0.79431015
0.5880455,0.5835222,0.58962417,0.58962417
0.72954667,0.6930662,0.67131096,0.72954667
0.5258291,0.5156431,0.532139,0.532139
0.6813026,0.64155805,0.67190254,0.6813026
0.8266771,0.753695,0.67600155,0.8266771
0.9127155,0.91232514,0.9027462,0.9127155
0.79716545,0.7740753,0.7774744,0.79716545
0.7910065,0.7347593,0.7085075,0.7910065
0.83894634,0.7331892,0.6929692,0.83894634
0.8462947,0.862096,0.8391418,0.862096
0.75235116,0.784751,0.7020241,0.784751
0.6908786,0.672663,0.6543831,0.6908786
0.3330078,0.33294678,0.3330078,0.3330078
0.64800584,0.66318786,0.6421976,0.66318786
0.5035356,0.49800575,0.47465116,0.5035356
0.7739371,0.7487867,0.69172645,0.7739371
0.79296947,0.78567505,0.70757025,0.79296947
0.6324405,0.6104221,0.57666624,0.6324405
0.7389802,0.7554489,0.7494496,0.7554489
0.8501048,0.6204556,0.8195665,0.8501048
0.7399013,0.7214322,0.675516,0.7399013
0.33310953,0.4919007,0.33312988,0.4919007
0.64664614,0.66261154,0.57242507,0.66261154
0.6761956,0.6440328,0.6288101,0.6761956
0.6993339,0.71491957,0.6664542,0.71491957
0.64550066,0.63810086,0.59764856,0.64550066
0.73610914,0.74365306,0.72449815,0.74365306
0.75289,0.67741024,0.66941977,0.75289
0.49993896,0.49993896,0.49993896,0.49993896
0.78117096,0.783214,0.79253685,0.79253685
0.78132933,0.77817667,0.7669934,0.78132933
0.69849974,0.71909803,0.77045333,0.77045333
0.7903175,0.78408134,0.7739401,0.7903175
0.70887744,0.68345076,0.6328374,0.70887744
0.61640483,0.6587679,0.5782743,0.6587679
0.6796397,0.69340944,0.68248093,0.69340944
0.81931764,0.6186548,0.83230454,0.83230454
0.7697784,0.75442266,0.718612,0.7697784
0.62969553,0.62538683,0.60239893,0.62969553
0.71949303,0.72618645,0.71085083,0.72618645
0.5293504,0.51574516,0.5112169,0.5293504
0.7465775,0.7943404,0.7470124,0.7943404
0.7409928,0.73757887,0.6994517,0.7409928
0.50997376,0.50842524,0.6395352,0.6395352
0.7338394,0.70167446,0.6876942,0.7338394
0.44053435,0.43171188,0.4309856,0.44053435
0.79452753,0.77584076,0.72654736,0.79452753
0.7076839,0.6577234,0.7198622,0.7198622
0.9015699,0.8915123,0.8940988,0.9015699
0.8166296,0.7973204,0.7879352,0.8166296
0.62489825,0.42539677,0.43638575,0.62489825
0.6752793,0.6629105,0.6670983,0.6752793
0.8467121,0.6109666,0.8648297,0.8648297
0.6851285,0.5027241,0.49044526,0.6851285
0.51123595,0.43983296,0.38498965,0.51123595
0.78565574,0.7414187,0.7486932,0.78565574
0.49297547,0.55643415,0.5274686,0.55643415
0.84715134,0.8126162,0.6170217,0.84715134
0.3940854,0.42870376,0.4711275,0.4711275
0.7819419,0.778915,0.7175667,0.7819419
0.74710685,0.7866506,0.7341116,0.7866506
0.6323898,0.6128338,0.6184178,0.6323898
0.75998217,0.7775993,0.72435355,0.7775993
0.6571411,0.6904875,0.63298804,0.6904875
0.82735,0.81801355,0.8024024,0.82735
0.72105867,0.7039437,0.6588507,0.72105867
0.46472013,0.6858845,0.42773554,0.6858845
0.93721515,0.9086481,0.9112529,0.93721515
0.65555686,0.6506303,0.66648287,0.66648287
0.7081253,0.65852594,0.6952236,0.7081253
0.47299394,0.49836722,0.5206282,0.5206282
0.82373285,0.8459966,0.81111157,0.8459966
0.71838075,0.7253549,0.70818394,0.7253549
0.4414703,0.50478137,0.4463048,0.50478137
0.78246516,0.79024106,0.73323137,0.79024106
0.7366702,0.7240741,0.71210456,0.7366702
0.70384693,0.69738626,0.63916385,0.70384693
0.7127108,0.58138216,0.7408507,0.7408507
0.62332773,0.5926936,0.44037598,0.62332773
0.7162692,0.6269121,0.5193731,0.7162692
0.7412992,0.73134565,0.7453529,0.7453529
0.6491828,0.66005874,0.6557646,0.66005874
0.52903515,0.6030986,0.650445,0.650445
0.7617593,0.7289582,0.7513931,0.7617593
0.68596315,0.6903745,0.654268,0.6903745
0.7484312,0.711746,0.7412071,0.7484312
0.3330485,0.3330485,0.5368538,0.5368538
0.78879225,0.80860066,0.73050356,0.80860066
0.6693823,0.67865515,0.6717278,0.67865515
0.79010534,0.74212813,0.7619975,0.79010534
0.7505844,0.745758,0.73650783,0.7505844
0.53327227,0.46656492,0.60706145,0.60706145
0.45026422,0.46629575,0.43113458,0.46629575
0.9060669,0.6336249,0.8798528,0.9060669
0.8654031,0.64491856,0.83439225,0.8654031
0.7764441,0.76669395,0.71544653,0.7764441
0.7163746,0.6870472,0.6568804,0.7163746
0.6451497,0.6443367,0.6498855,0.6498855
0.77026886,0.77362597,0.77054214,0.77362597
0.6791658,0.6364062,0.50072104,0.6791658
0.577551,0.55444,0.4220115,0.577551
0.8503326,0.834038,0.8051505,0.8503326
0.73854464,0.73566675,0.781991,0.781991
0.77636147,0.7742267,0.7327111,0.77636147
0.74239105,0.5852396,0.57585835,0.74239105
0.7563085,0.4240186,0.6155641,0.7563085
0.6583953,0.6995744,0.63309133,0.6995744
0.57099986,0.41962555,0.45710185,0.57099986
0.7559824,0.76392484,0.6949412,0.76392484
0.5249851,0.5482516,0.5164498,0.5482516
0.7360264,0.70528686,0.7228456,0.7360264
0.39134276,0.33239746,0.33239746,0.39134276
0.5887489,0.7813991,0.7550593,0.7813991
0.68455154,0.6924343,0.6948051,0.6948051
0.86234045,0.86252505,0.88175774,0.88175774
0.78384954,0.79340273,0.75674444,0.79340273
0.76439166,0.8261847,0.83045226,0.83045226
0.42398056,0.49324048,0.5926296,0.5926296
0.68019134,0.6614389,0.6560056,0.68019134
0.73519677,0.5212028,0.6856572,0.73519677
0.48405346,0.52190924,0.46027094,0.52190924
0.7572956,0.6913179,0.4958105,0.7572956
0.76481557,0.7629194,0.7429149,0.76481557
0.77525985,0.777498,0.7699891,0.777498
0.6639471,0.58723056,0.56920743,0.6639471
0.7349202,0.5019074,0.7275739,0.7349202
0.8891862,0.8862262,0.87244654,0.8891862
0.5048018,0.5627374,0.5125055,0.5627374
0.77298385,0.77790815,0.6781595,0.77790815
0.8091462,0.7952927,0.6362402,0.8091462
0.60497195,0.5880251,0.5148376,0.60497195
0.7403789,0.74827886,0.7143403,0.74827886
0.7918847,0.77655244,0.7554145,0.7918847
0.55401486,0.53470224,0.5770046,0.5770046
0.6612023,0.66325533,0.6220634,0.66325533
0.73518544,0.7897553,0.64455956,0.7897553
0.49993896,0.7499695,0.49987793,0.7499695
0.7184162,0.67917085,0.6450877,0.7184162
0.7005141,0.6774207,0.6225734,0.7005141
0.7782129,0.75145423,0.7527439,0.7782129
0.72858894,0.726307,0.7175592,0.72858894
0.5335543,0.52738327,0.4212719,0.5335543
0.69383067,0.67003703,0.70777494,0.70777494
0.8920074,0.87888163,0.8856546,0.8920074
0.7255864,0.7127194,0.47402254,0.7255864
0.8319647,0.8099032,0.7913028,0.8319647
0.5274298,0.5120221,0.49762678,0.5274298
0.33319092,0.33319092,0.33319092,0.33319092
0.72581655,0.73772174,0.6929784,0.73772174
0.76943237,0.7420744,0.7217802,0.76943237
0.7097244,0.7041466,0.70693433,0.7097244
0.7844031,0.79024637,0.76153654,0.79024637
0.8004916,0.6244931,0.8299527,0.8299527
0.81669724,0.7317233,0.7807236,0.81669724
0.80177563,0.6124821,0.5850967,0.80177563
0.44450456,0.44266966,0.44288605,0.44450456
0.6986974,0.66445285,0.6793166,0.6986974
0.5880691,0.61386836,0.5876074,0.61386836
0.7027367,0.6884076,0.718029,0.718029
0.52681226,0.49949023,0.5384197,0.5384197
0.74835634,0.69112825,0.68074983,0.74835634
0.7522382,0.7107422,0.7117238,0.7522382
0.71211356,0.7243044,0.7167832,0.7243044
0.6553068,0.63598895,0.6124872,0.6553068
0.7586444,0.670012,0.72763485,0.7586444
0.68198484,0.6925289,0.682516,0.6925289
0.93754625,0.70693254,0.93458134,0.93754625
0.78163624,0.7705163,0.7652866,0.78163624
0.7898983,0.74319965,0.7476698,0.7898983
0.40989015,0.5056265,0.61884403,0.61884403
0.88202363,0.87842995,0.8511887,0.88202363
0.6759806,0.7219715,0.70694923,0.7219715
0.6047524,0.57202756,0.460341,0.6047524
0.6423895,0.621869,0.62397516,0.6423895
0.74487466,0.7358263,0.7019132,0.74487466
0.7364224,0.7076274,0.66932976,0.7364224
0.7541974,0.7521706,0.63992685,0.7541974
0.8813084,0.8210152,0.78872925,0.8813084
0.6625955,0.6660324,0.6183515,0.6660324
0.86912507,0.6438363,0.85507345,0.86912507
0.7728014,0.76139915,0.71484095,0.7728014
0.8246884,0.7606123,0.7362034,0.8246884
0.76862717,0.7566757,0.7440846,0.76862717
0.8757148,0.89185286,0.87606096,0.89185286
0.73528284,0.70496154,0.7090839,0.73528284
0.80224574,0.83431286,0.791382,0.83431286
0.6180554,0.638599,0.51477873,0.638599
0.7942457,0.7763551,0.78861463,0.7942457
0.5262918,0.5281931,0.5007392,0.5281931
0.70883065,0.55575526,0.67938256,0.70883065
0.7589298,0.76578975,0.59447503,0.76578975
0.8133554,0.7647055,0.72894204,0.8133554
0.7218095,0.7513725,0.7045907,0.7513725
0.84402347,0.7888551,0.8378291,0.84402347
0.8114941,0.78561556,0.7913383,0.8114941
0.703846,0.6735646,0.6757923,0.703846
0.70725155,0.7065167,0.694774,0.70725155
0.5403567,0.646605,0.5806459,0.646605
0.7029163,0.5573652,0.7275955,0.7275955
0.936055,0.925962,0.6828718,0.936055
0.7619953,0.79192686,0.6860246,0.79192686
0.8190866,0.77466655,0.7809376,0.8190866
0.7042835,0.6648206,0.6768611,0.7042835
0.748246,0.742588,0.7268744,0.748246
0.5864108,0.58931285,0.57176185,0.58931285
0.7480976,0.80534005,0.7774749,0.80534005
0.7842095,0.7777324,0.75434875,0.7842095
0.59168744,0.6050875,0.5889852,0.6050875
0.33268228,0.33268228,0.33268228,0.33268228
0.6838757,0.65094364,0.6547376,0.6838757
0.6216247,0.6335561,0.6340551,0.6340551
0.73052096,0.6891252,0.68482155,0.73052096
0.5670285,0.5852199,0.6254026,0.6254026
0.7770127,0.74991894,0.711566,0.7770127
0.7809271,0.7467374,0.7359118,0.7809271
0.74020046,0.6871598,0.68236303,0.74020046
0.81689686,0.7822599,0.8220649,0.8220649
0.59116143,0.5008141,0.560386,0.59116143
0.85989356,0.85948896,0.8087548,0.85989356
0.7267577,0.7091318,0.6763818,0.7267577
0.75387484,0.7546338,0.7113637,0.7546338
0.6767325,0.6640776,0.64704573,0.6767325
0.748764,0.76234204,0.7558962,0.76234204
0.8586631,0.6627941,0.83091754,0.8586631
0.5088559,0.51077354,0.51396483,0.51396483
0.6870637,0.68718493,0.62571275,0.68718493
0.7314909,0.7084268,0.7220466,0.7314909
0.7213088,0.71129733,0.7343209,0.7343209
0.54981124,0.5583864,0.6515593,0.6515593
0.67340726,0.4628049,0.69676584,0.69676584
0.89326733,0.90953845,0.9060767,0.90953845
0.64667857,0.6174836,0.5936578,0.64667857
0.84799284,0.85737777,0.84609836,0.85737777
0.7889453,0.76281744,0.7360432,0.7889453
0.7943772,0.7885215,0.7346178,0.7943772
0.48696604,0.33779895,0.37361833,0.48696604
0.7816859,0.72873145,0.7261932,0.7816859
0.82088697,0.7870673,0.7543528,0.82088697
0.55768937,0.5418152,0.55652064,0.55768937
0.69573563,0.6921482,0.61364734,0.69573563
0.8344752,0.8404436,0.8038831,0.8404436
0.8366598,0.8105587,0.81667745,0.8366598
0.74800557,0.71480423,0.7085151,0.74800557
0.6908213,0.530353,0.5706161,0.6908213
0.74407667,0.73804146,0.7722988,0.7722988
0.82161874,0.7874855,0.7635725,0.82161874
0.8819103,0.8618511,0.8264009,0.8819103
0.68807197,0.61573106,0.7205598,0.7205598
0.6569856,0.5733827,0.6676137,0.6676137
0.71163917,0.69007486,0.6705703,0.71163917
0.7465095,0.7845823,0.6635983,0.7845823
0.65514123,0.64090466,0.6485659,0.65514123
0.70206124,0.68457377,0.6778494,0.70206124
0.6502508,0.66149807,0.61721337,0.66149807
0.868676,0.86330724,0.8566416,0.868676
0.77941805,0.7561078,0.7462163,0.77941805
0.7870221,0.7455104,0.73972297,0.7870221
0.6290743,0.64024496,0.6485928,0.6485928
0.67052895,0.65487283,0.62039125,0.67052895
0.7911739,0.78165627,0.75801134,0.7911739
0.800027,0.81416476,0.77354026,0.81416476
0.6128903,0.6623554,0.7364236,0.7364236
0.45631325,0.471547,0.45632952,0.471547
0.4505576,0.6089983,0.5735392,0.6089983
0.6216386,0.6911292,0.6225589,0.6911292
0.7484975,0.72745115,0.72670996,0.7484975
0.7339778,0.6975626,0.6366328,0.7339778
0.7577303,0.76395243,0.74756914,0.76395243
0.86010355,0.8564537,0.8242513,0.86010355
0.7963244,0.777717,0.7129552,0.7963244
0.3805454,0.3329061,0.4282255,0.4282255
0.4998474,0.4998474,0.33306885,0.4998474
0.75711405,0.7637373,0.7626667,0.7637373
0.7214122,0.6935211,0.7133319,0.7214122
0.64089745,0.6388667,0.6285488,0.64089745
0.93902063,0.9170297,0.91377467,0.93902063
0.861523,0.82723165,0.8028183,0.861523
0.7789945,0.59049225,0.5830186,0.7789945
0.6861503,0.6647147,0.65730125,0.6861503
0.6889396,0.51784617,0.49317575,0.6889396
0.76078624,0.74223083,0.8222511,0.8222511
0.7943964,0.72541696,0.7337513,0.7943964
0.78249425,0.769501,0.7161201,0.78249425
0.71319246,0.6585205,0.6390664,0.71319246
0.82655394,0.8192262,0.81412023,0.82655394
0.8186851,0.81363803,0.80554914,0.8186851
0.7205024,0.7068009,0.76560813,0.76560813
0.67632127,0.68014777,0.6370033,0.68014777
0.672344,0.69105536,0.6192648,0.69105536
0.8018129,0.6144111,0.7377653,0.8018129
0.89715767,0.83038306,0.8296707,0.89715767
0.6063953,0.48611522,0.6255968,0.6255968
0.7207138,0.70323205,0.6368949,0.7207138
0.775179,0.76685655,0.73485243,0.775179
0.6345784,0.68097657,0.6725602,0.68097657
0.74923104,0.6858784,0.65285337,0.74923104
0.6351562,0.61899626,0.6137656,0.6351562
0.8203398,0.7985892,0.8060694,0.8203398
0.5015004,0.50722647,0.529033,0.529033
0.72688824,0.676512,0.69231343,0.72688824
0.7709442,0.7715911,0.7796684,0.7796684
0.8318543,0.7934028,0.7787108,0.8318543
0.33298746,0.33298746,0.3804029,0.3804029
0.7164988,0.7490552,0.72162145,0.7490552
0.9689976,0.645341,0.6469874,0.9689976
0.71445423,0.70321506,0.590987,0.71445423
0.6026716,0.5912292,0.5744003,0.6026716
0.33321127,0.33317056,0.33321127,0.33321127
0.6962347,0.67222863,0.6328957,0.6962347
0.84024966,0.8167803,0.80973196,0.84024966
0.6783202,0.6559125,0.639011,0.6783202
0.70288324,0.7475677,0.6693268,0.7475677
0.5037598,0.67329454,0.4764498,0.67329454
0.7305641,0.73460263,0.7424417,0.7424417
0.5235857,0.44144285,0.45438266,0.5235857
0.7712371,0.8055237,0.826516,0.826516
0.7012121,0.66511834,0.6837227,0.7012121
0.58516467,0.5809089,0.51700425,0.58516467
0.67425305,0.6588113,0.6658234,0.67425305
0.924208,0.6717379,0.9271645,0.9271645
0.5208743,0.70041585,0.65903383,0.70041585
0.73539925,0.7463722,0.72906774,0.7463722
0.56231225,0.64242744,0.63377964,0.64242744
0.5222694,0.5338758,0.539598,0.539598
0.74650526,0.7374985,0.70920783,0.74650526
0.76031184,0.7566081,0.7831438,0.7831438
0.61906815,0.65068334,0.5857719,0.65068334
0.77888155,0.8053839,0.8207871,0.8207871
0.39367485,0.35396823,0.3660562,0.39367485
0.8252221,0.8177695,0.7799165,0.8252221
0.7748685,0.7225715,0.74073696,0.7748685
0.8090625,0.8010824,0.82941693,0.82941693
0.6258348,0.5975034,0.5962335,0.6258348
0.67005366,0.7054451,0.7011838,0.7054451
